"index","product_name","product_id","description"
"388","Women's adidas Originals U_Path X Shoes","EE4566","With a sleek feel and futuristic look, the U_Path shoe represents the next generation of track-inspired streetwear. These shoes come with a lightweight mesh upper. A leather heel cap adds luxe texture."
"389","Women's adidas Sport Inspired Lite Racer RBN Shoes","EE8302","Fresh running style. These shoes have a lightweight textile upper that hugs the foot with a sock-like construction. Plush midsole and outsole cushioning keeps your feet comfortable throughout the day. Seamless 3-Stripes flash down the sides."
"390","Women's adidas Swim Jung Slippers","CM0075","These adidas Jung slippers for women come with soft Synthetic straps for better grip and comfort. It's durable Die-cut Rubber outsole offers supreme comfort while the all over print gives it a unique style."
"391","Women's adidas Sport Inspired RunFalcon Shoes","EF0152","Start clocking miles in these lightweight running shoes. On the treadmill or the streets, they add comfort to each step with soft cushioning. The supportive trainers have an airy material-mix upper and a midfoot cage for extra support."
"392","Women's adidas Swimming Eezay 2019 Slippers","CM0093","These women's classic flip-flops offer a clean beach design. Featuring midsole cushioning, this essential footwear provides lightweight comfort in a simple silhouette."
"393","Women's adidas RunFalcon Shoes","F36218","Start clocking miles in these lightweight running shoes. On the treadmill or the streets, they add comfort to each step with soft cushioning. The supportive sneakers have an airy material-mix upper and a midfoot cage for extra support."
"394","Women's adidas Swim Puka Slippers","CM0083","These adidas Puka slippers for women's come with slim straps for a great fit. Feature performance logo on the footbed and textured Rubber outsole that gives unique comfort."
"395","Women's adidas Swim Ozor III Slippers","CM0078","The simple and stylish adidas Ozor III slippers for women. Best suited to match with your swimwear, these printed slippers have a soft footbed for additional comfort for your feet while the Synthetic strap with vents provides breathability proper fitting."
"396","Women's adidas Swim Ozor III Slippers","CM0079","The simple and stylish adidas Ozor III slippers for women. Best suited to match with your swimwear, these printed slippers have a soft footbed for additional comfort for your feet while the Synthetic strap with vents provides breathability proper fitting."
"397","Women's adidas Swim Jung Slippers","CM0074","These adidas Jung slippers for women come with soft Synthetic straps for better grip and comfort. It's durable Die-cut Rubber outsole offers supreme comfort while the all over print gives it a unique style."
"398","Women's adidas Swim Jung Slippers","CM0073","These adidas Jung slippers for women come with soft Synthetic straps for better grip and comfort. It's durable Die-cut Rubber outsole offers supreme comfort while the all over print gives it a unique style."
"399","Women's adidas Swimming Eezay 2019 Slippers","CM0092","These women's classic flip-flops offer a clean beach design. Featuring midsole cushioning, this essential footwear provides lightweight comfort in a simple silhouette."
"400","Women's Running Duramo 9 Shoes","EG8672","Upgrade your sports style with modern details. These adidas running shoes let you transition from the treadmill to the track in cushioned comfort. Supportive heel construction gives your Achilles tendon a range of motion on every step."
"401","Women's Sport Inspired QT Racer Shoes","EG8480","Cushion your every stride in lightweight comfort. These adidas running-inspired shoes let you navigate the unpredictable elements of the street without distraction. Push the pace with 3-Stripes style."
"402","Women's Sport Inspired Lite Racer Clean Shoes","EG3148","Designed with sleek lines for a minimalist look, these shoes have a light and breathable mesh upper. Pillowy cushioning delivers comfort that lasts all day."
"403","Women's adidas Swim Puka Slippers","CM0082","These adidas Puka slippers for women's come with slim straps for a great fit. Feature performance logo on the footbed and textured Rubber outsole that gives unique comfort."
"404","Women's adidas Running Asweerun Shoes","EG3185","Multisport training shoes for adding variety to your running routine. These shoes have a sporty mesh upper for breathability. The rubber outsole is designed to provide a secure grip, and the moulded heel counter helps keep you stable on uneven terrain."
"405","Women's adidas Running Sooraj Shoes","EG4006","Fast and sleek. Ready to go. These women's running shoes feature a streamlined, low-profile design and pillow-soft Cloudfoam cushioning for plush landings. The mesh upper delivers a speedy look in fun colours and 3-Stripes."
"406","Women's adidas Running Sooraj Shoes","EG4007","Fast and sleek. Ready to go. These women's running shoes feature a streamlined, low-profile design and pillow-soft Cloudfoam cushioning for plush landings. The mesh upper delivers a speedy look in fun colours and 3-Stripes."
"407","Women's Sport Inspired QT Racer Shoes","EH1178","You don't need to be a runner to look like one. These adidas QT Racer Shoes have the look of a running shoe, with the feel of total, utter comfort. Wait, should you become a runner? Ultimately up to you, but enjoy these in the meantime."
"408","Women's Sport Inspired Mavia Shoes","EG4316","Lace into these adidas shoes for long days on the go. The Mavia X Shoes have a soft midsole for cushioned strides. Seamless 3-Stripes give these running-inspired shoes a sporty look. The sleek, elevated style spreads confidence wherever you roam."
"409","Women's Sport Inspired Archivo Shoes","EG3253","A mix of modern comfort and authentic adidas heritage. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays with subtle 3-Stripes for sporty style."
"410","Women's Sport Inspired Mavia Shoes","EG4314","Lace into these adidas shoes for long days on the go. The Mavia X Shoes have a soft midsole for cushioned strides. Seamless 3-Stripes give these running-inspired shoes a sporty look. The sleek, elevated style spreads confidence wherever you roam."
"411","Women's Running Nova Flow Shoes","EH1379","Step one. Get outside. Step two. Go. The rest will follow. Work towards increasing your best time in the adidas Nova Flow Shoes. They grip uneven and unpredictable surfaces so you can push forward with confidence. And when the ride is this smooth? Maybe the last mile will feel like the first. Maybe."
"412","Women's Running Nova Flow Shoes","EH2586","Step one. Get outside. Step two. Go. The rest will follow. Work towards increasing your best time in the adidas Nova Flow Shoes. They grip uneven and unpredictable surfaces so you can push forward with confidence. And when the ride is this smooth? Maybe the last mile will feel like the first. Maybe."
"413","Women's Sport Inspired Nebzed Shoes","EG3698","Confidence for every undertaking. These running-style shoes have ultra-soft cushioning to keep you comfortable till the end of the day. The breathable mesh upper has 3-Stripes that celebrate adidas' sport heritage."
"414","Women's Sport Inspired Nebzed Shoes","EH0165","Confidence for every undertaking. These running-style shoes have ultra-soft cushioning to keep you comfortable till the end of the day. The breathable mesh upper has 3-Stripes that celebrate adidas' sport heritage."
"415","Women's Sport Inspired Khoe Adapt Shoes","EH1211","Celebrate free and easy summers with a bold approach. Bright and playful, these lightweight adidas running-inspired shoes feature vibrant graphics. The shoes hug your feet in snug comfort as you personalise the fit with the adjustable strap."
"416","Men's adidas Running Nepton 2.0 Shoes","CK9665","Sleek design with reflective three stripes makes it a contemporary yet functional shoe. Breathable textile upper for maximum ventilation and a cushioned midsole provides all-day comfort with rubber outsole for best durability in high wear areas."
"417","Men's adidas Running Nepton 2.0 Shoes","CK9663","Sleek design with reflective three stripes makes it a contemporary yet functional shoe. Breathable textile upper for maximum ventilation and a cushioned midsole provides all-day comfort with rubber outsole for best durability in high wear areas."
"418","Women's Running EnergyFalcon Shoes","EG3953","Dig deep. These running shoes have a supportive, free-motion design that offers the stability and comfort you need to reach your goals. From the first step, the cushioning feels pillow-soft. The molded heel allows your Achilles to move freely while a midfoot support panel provides a natural fit. The durable outsole is made to log many miles."
"419","Women's Sport Inspired Khoe Adapt Shoes","EG4176","Step into the street with a bold approach. These shoes feature a lightweight, sock-like construction that lets you secure your fit in snug, all-day comfort. Classic adidas details on the thick strap celebrate your 3-Stripes love."
"420","men's ADIDAS RUNNING NAYO 1.0 SHOES","CI9916","The adidas Nayo 1.0 shoes for men. These lightweight running shoes give all round comfort, cushioning, durability & support in a simplistic design. The mesh upper ensure breathability and durability while the Light strike EVA midsole provides premium cushioning's. Full Rubber outsole provides durability."
"421","Women's Sport Inspired Khoe Adapt Shoes","EG4175","Step into the street with a bold approach. These shoes feature a lightweight, sock-like construction that lets you secure your fit in snug, all-day comfort. Classic adidas details on the thick strap celebrate your 3-Stripes love."
"422","Women's adidas Running Sooraj Shoes","EG4004","Fast and sleek. Ready to go. These women's running shoes feature a streamlined, low-profile design and pillow-soft Cloudfoam cushioning for plush landings. The mesh upper delivers a speedy look in fun colours and 3-Stripes."
"423","MEN'S ADIDAS RUNNING LEGUS 1.0 SHOES","CJ8068","Get maximum support, comfort and a refreshed look with these adidas Legus shoes for men. The textile mesh upper is breathable and has a sock-like fit and the supportive cage in the shoe's midfoot provides midfoot lockdown. CLOUDFOAM gives instant step in-comfort, long-lasting responsive cushioning and a super-plush feel and the Rubber outsole gives ultimate durability."
"425","Men's adidas Sport Inspired Run 60s Shoes","EE9731","Celebrate an era of breaking barriers in sport. These '60s running-inspired shoes showcase a retro look for today's streets. The classic nylon and suede-like upper rides above a lightweight EVA midsole that brings modern cushioning to an old-school design. Iconic 3-Stripes show your adidas pride."
"426","Men's adidas Running Nayo 2.0 Shoes","CK9591","The stylish adidas Nayo 2.0 shoes for men crafted for runners. The breathable Knit-Mesh upper offer extended grip and comfort. Lightstrike EVA midsole and full Rubber outsole provides durability."
"427","Men's adidas Running Kivaro 1 Shoes","CK9648","The adidas Running shoes for men. These lightweight shoes give all round comfort, cushioning, durability and support in a simplistic design. The combination of Knit-Mesh upper ensure breathability and durability while the Lightstrike EVA midsole provides premium cushioning. Full Rubber outsole provides durability."
"428","Men's adidas Running Kyris 1.0 Shoes","CK9602","The adidas Kyris 1.0 shoes for men. These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The combination of textile and mesh ensure breathability while the Lightstrike EVA midsole with full Rubber outsole provides durability."
"429","Men's adidas Running Duramo 9 Shoes","F34491","These men's running shoes will get you on the road to your goals. A sandwich mesh upper offers lightweight breathability, while a seamless print overlay adds support for a stable stride. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride."
"430","Men's adidas Running Kylen 1.0 shoes","CK9693","The adidas Kylen 1.0 shoes for men. These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The mesh upper ensures breathability while the Lightstrike EVA midsole with full Rubber outsole provides durability."
"431","MEN'S ADIDAS RUNNING KYLEN 1.0 SHOES","CJ8013","The adidas Kylen 1.0 shoes for men. These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The combination of Synthetic overlays with Mesh underlays ensure breathability and durability while the Lightstrike EVA midsole with full Rubber outsole provides durability."
"432","Men's adidas Running Rey Shoes","CL7567","These men's running shoes keep you comfortable so you stay focused on your goals. They feature a textile mesh upper along with Cloudfoam midsole provides optimum cushioning where you need it most and durable Rubber outsole for long-lasting wear."
"433","Men's adidas Running Kylen 1.0 shoes","CK9694","The adidas Kylen 1.0 shoes for men. These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The mesh upper ensures breathability while the Lightstrike EVA midsole with full Rubber outsole provides durability."
"434","Men's adidas Running Erish Shoes","CL7604","Energize your run while staying comfortable with this new design, your ride will be smooth and effortless. Breathable mesh upper for maximum ventilation and a cushioned IMEVA midsole provides all-day comfort with rubber outsole for best durability in high wear areas."
"435","Men's adidas Sport Inspired Fassar Shoes","CL7488","These men's running-inspired shoes feature a Mesh upper for maximum ventilation, lightstrike IMEVA midsole and durable Rubber outsole for long-lasting wear."
"436","Men's adidas Running Bolter Shoes","CK9436","These men's running shoes keep you comfortable so you stay focused on your running goals. They feature a breathable mesh upper with a comfort collar, while a moulded overlay provides lightweight support. The plush Cloudfoam midsole delivers ultra-soft cushioning."
"437","Men's adidas Running Nayo 2.0 Shoes","CK9592","The stylish adidas Nayo 2.0 shoes for men crafted for runners. The breathable Knit-Mesh upper offer extended grip and comfort. Lightstrike EVA midsole and full Rubber outsole provides durability."
"438","Men's adidas Sport Inspired Videll Shoes","CL7366","Extremely functional and subtle running-inspired shoes for men. Feature a textile mesh upper and synthetic overlays. EVA cushioning adds extra comfort. The running 3-Stripes on the sides along with an interesting all-over print on the upper add to it's appeal."
"439","Men's adidas Running Raddis 1.0 shoes","CK9661","The premium looking adidas Raddis 1.0 Running shoes for men. The breathable and lightweight Knit-Mesh offer extended ventilation and comfort. IMEVA midsole and full Rubber outsole provides durability."
"440","Men's adidas Running Kivaro 1 Shoes","CK9650","The adidas Running shoes for men. These lightweight shoes give all round comfort, cushioning, durability and support in a simplistic design. The combination of Knit-Mesh upper ensure breathability and durability while the Lightstrike EVA midsole provides premium cushioning. Full Rubber outsole provides durability."
"441","Men's adidas Sport Inspired Storm Runner Shoes","CL7415","A fast, lightweight adidas stormrunner shoes for men. These running-inspired shoes are very comfortable for your daily routine. Made with textile upper and Cloudfoam midsole along with rubber outsole these shoes will provide comfort to your feet all day long."
"442","Men's adidas Sport Inspired Strikerr Shoes","CL7626","Crafted for simple, natural comfort, these running-inspired shoes feature textile mesh upper. The integrated sockliner supports natural movement of the foot with optimum comfort. EVA midsole and Rubber outsole offer optimum comfort to your feet."
"443","MEN'S ADIDAS RUNNING FURIO 1.0 SHOES","CJ7990","The premium looking adidas Furio Running shoes for men crafted with Knit Mesh upper. The lightstrike IMEVA midsole with full Rubber outsole provides durability."
"444","Men's adidas Sport Inspired Runigma Shoes","CL7534","These men's running-inspired shoes keep you comfortable all day long. They feature a textile upper and a supportive cage that wraps around the midfoot to give you stability where you need it most."
"445","Men's adidas Sport Inspired Storm Runner Shoes","CL7413","A fast, lightweight adidas stormrunner shoes for men. These running-inspired shoes are very comfortable for your daily routine. Made with textile upper and Cloudfoam midsole along with rubber outsole these shoes will provide comfort to your feet all day long."
"446","Men's adidas Running Kalus 1.0 Shoes","CK9500","A well cushioned shoe with a fresher look that will appeal to young runners. Features Mesh upper for maximum ventilation, lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear."
"447","Men's adidas Sport Inspired Videll Shoes","CL7369","Extremely functional and subtle running-inspired shoes for men. Feature a textile mesh upper and synthetic overlays. EVA cushioning adds extra comfort. The running 3-Stripes on the sides along with an interesting all-over print on the upper add to it's appeal."
"448","Men's adidas RunFalcon Shoes","EE8156","Water-repellent shoes for adding variety to your daily workout routine. These multisport training shoes have a ripstop and leather-like upper for cold-weather durability. A midfoot cage provides additional stability while lightweight cushioning keeps you comfortable across long distances."
"449","Men's adidas Running Erish Shoes","CL7607","Energize your run while staying comfortable with this new design, your ride will be smooth and effortless. Breathable mesh upper for maximum ventilation and a cushioned IMEVA midsole provides all-day comfort with rubber outsole for best durability in high wear areas."
"450","Men's adidas Sport Inspired Stunn Shoes","CL7385","These men's running-inspired shoes keep you comfortable so you stay focused on your day. They feature a textile upper that wraps around the midfoot to give you stability where you need it most. Faetures a CLOUDFOAM midsole for responsive cushioning and durable Rubber outsole for long-lasting wear."
"451","Men's adidas Running EnergyFalcon Shoes","EE9856","When you dig deep to reach your goals, these running shoes offer the support and stability you need. Every step feels pillow-soft with plush cushioning and an OrthoLiteÂ® sockliner for comfort. A flowing TPU heel counter and thin support cage keep the foot centred and stable. The durable outsole is made for logging many miles."
"452","Men's adidas Sport Inspired Lite Racer RBN Shoes","EE8260","Fresh running style. These shoes have a lightweight textile upper that hugs the foot with a sock-like construction. Plush midsole and outsole cushioning keeps your feet comfortable throughout the day. Seamless 3-Stripes flash down the sides."
"453","Men's adidas Running Asweerun Shoes","EE8448","Aspire to greatness. These running shoes are made with an airy, lightweight mesh upper. The durable rubber outsole grips the pavement for added stability. A cushioned midsole brings comfort to each step."
"454","Men's adidas Running Cosmic 2 Shoes","EE8181","These men's running shoes provide a cloudlike landing every time your foot hits the ground. A seamless stretch mesh upper provides lightweight support, and a performance sockliner keeps your feet ventilated. The cloudfoam midsole provides responsive cushioning for superior comfort."
"455","MEN'S ADIDAS RUNNING ERDIGA 4.0 SHOES","CK9682","These Erdiga 4.0 running shoes for men will add a fresh vigour to your workout sessions. Featuring mesh upper and lining, these lace-ups are durable, light in weight and comfortable to wear. Furthermore, the rubber outsole ensures better traction on different surfaces."
"456","Men's adidas Running Norad Shoes","CL7377","These men's running shoes keep you comfortable so you stay focused on your running goals. They feature a textile upper that wraps around the midfoot to give you stability where you need it most. Cloudfoam cushioning offers comfort with every stride, while a handy heel pull helps you get them on in a hurry."
"457","Men's adidas Running Erish Shoes","CL7605","Energize your run while staying comfortable with this new design, your ride will be smooth and effortless. Breathable mesh upper for maximum ventilation and a cushioned IMEVA midsole provides all-day comfort with rubber outsole for best durability in high wear areas."
"458","Men's adidas Sport Inspired Run 60s Shoes","EE9734","Celebrate an era of breaking barriers in sport. These '60s running-inspired shoes showcase a retro look for today's streets. The classic nylon and suede-like upper rides above a lightweight EVA midsole that brings modern cushioning to an old-school design. Iconic 3-Stripes show your adidas pride."
"459","Men's adidas Sport Inspired Crazychaos Shoes","EF1053","A runner inspired look fueled by confidence. These shoes show off uncompromising style in a bulky, retro-inspired build. The smooth leather upper is contrasted with textured suede overlays. Plush cushioning ensures a smooth, comfortable ride."
"460","Men's adidas Running Duramo 9 Shoes","EE7925","These men's versatile running shoes are ideal for the treadmill or the trail. They feature a mesh upper for breathability and a seamless print overlay for additional support. Pillow-soft Cloudfoam cushions every stride, while the durable outsole holds up to everyday wear."
"461","Men's adidas Running Supervega Shoes","CL7614","These men's running shoes keep you comfortable so you stay focused on your goals. They feature a knit-textile upper along with EVA midsole and Rubber outsole cushioning provide all-day comfort."
"462","Men's adidas Running EnergyFalcon Shoes","EE9847","When you dig deep to reach your goals, these running shoes offer the support and stability you need. Every step feels pillow-soft with plush Cloudfoam comfort cushioning . A flowing TPU heel counter and thin support cage keep the foot centred and stable. The durable adiwear outsole is made for logging many miles."
"463","Women's adidas Sport Inspired Lite Racer 2.0 Shoes","EG3289","Why slow down? These go-everywhere shoes have a sporty feel and a streamlined silhouette to keep up with your nonstop life. Your feet will be treated to soft comfort while your look is elevated with iconic 3-Stripes style."
"464","Men's adidas Running Supervega Shoes","CL7615","These men's running shoes keep you comfortable so you stay focused on your goals. They feature a knit-textile upper along with EVA midsole and Rubber outsole cushioning provide all-day comfort."
"465","Men's adidas Sport Inspired Syan Shoes","CL7276","These men's running-inspired shoes keep you comfortable so you stay focused on your goals. They feature a knit-textile upper along with EVA midsole and Rubber outsole cushioning provide all-day comfort."
"466","Men's adidas Running Jerzo Shoes","CL7453","These men's running shoes keep you comfortable so you stay focused on your goals. They feature a textile upper with a supportive cage that wraps around the midfoot to give you stability where you need it most EVA midsole and durable Rubber outsole for long-lasting wear."
"467","Men's adidas Running Grito Shoes","CL7329","Great everyday shoes for runners to go that extra mile. Features Textile Mesh upper for maximum ventilation, lightstrike EVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear."
"468","Men's adidas Sport Inspired Stunn Shoes","CL7387","These men's running-inspired shoes keep you comfortable so you stay focused on your day. They feature a textile upper that wraps around the midfoot to give you stability where you need it most. Faetures a CLOUDFOAM midsole for responsive cushioning and durable Rubber outsole for long-lasting wear."
"469","Women's adidas Running Sponso Shoes","CM4762","Energize your run while staying comfortable with this new design, your ride will be smooth and effortless. Breathable textile upper for maximum ventilation and a cushioned IMEVA midsole provides all-day comfort with rubber outsole for best durability in high wear areas."
"470","Women's adidas Sport Inspired Glarus Shoes","CM4984","The adidas Glarus Running-inspired shoes for women with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet. Durable, non slippery, blown out one piece super grip EVA midsole and outsole ensures maximum stability and grip on the ground."
"471","Women's adidas Running Cyberg 1.0 Shoes","CM4691","Less really is more in these sleek running shoes offering maximum breathability. They come with mesh upper for optimal ventilation. The IMEVA midsole and full rubber outsole provide comfort and durability."
"472","Women's adidas Sport Inspired Hyperon 1.0 Shoes","CM4826","The adidas Hyperon Running-inspired shoes for women with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet. Durable, non slippery, blown out one piece super grip EVA midsole and outsole ensures maximum stability and grip on the ground."
"473","Men's adidas Outdoor Geocach 19 Shoes","CM0015","These hiking shoes have a sturdy synthetic upper and lightweight cushioning. The grippy, high-traction outsole provides a secure base for tackling tough trails."
"474","Men's adidas Running Asweego Shoes","EE8603","Shoes with flexibility and responsiveness for multisport training. These shoes have a mesh upper that hugs the foot for a sock-like fit. Pillow-like midsole cushioning provides long-lasting comfort. Durable rubber inserts at the forefoot and heel provide added grip so you're ready for unexpected terrain."
"475","Men's adidas Running Kalus 1.0 Shoes","CL7496","A well cushioned shoe with a fresher look that will appeal to young runners. Features Mesh upper for maximum ventilation, lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear."
"476","Men's adidas Running Asweerun Shoes","EE8444","Aspire to greatness. These running shoes are made with an airy, lightweight mesh upper. The durable rubber outsole grips the pavement for added stability. A cushioned midsole brings comfort to each step."
"478","Men's adidas Outdoor Geocach 19 Shoes","CM0014","These hiking shoes have a sturdy synthetic upper and lightweight cushioning. The grippy, high-traction outsole provides a secure base for tackling tough trails."
"479","Women's Running Soar Shoes","CM4737","Less really is more in these sleek running shoes offering maximum breathability. They come with mesh upper for optimal ventilation. The IMEVA midsole and full rubber outsole provide comfort and durability."
"480","Men's adidas Sport Inspired Archivo Shoes","EF0440","Modern comfort and authentic adidas heritage mix it up. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays and subtle 3-Stripes for sporty style."
"481","Men's adidas Sport Inspired Run 70s Shoes","EE9748","In the 1970s, millions of people began running for fun and started a movement. These shoes give glimpses of iconic styles from that time while delivering a fresh look for today's streets. The textile upper has soft suede overlays and rides above a lightweight, classic die-cut midsole and a grippy outsole."
"482","Women's Sport Inspired Retrorun Shoes","EG4223","Renew a retro adidas look with a fresh edge. These running-inspired shoes feature extra cushioning and grip as you go about your day without distraction. Contrast 3-Stripes on the sides let you celebrate the classics in your own way."
"483","Men's adidas Outdoor Geocach 19 Shoes","CM0013","These hiking shoes have a sturdy synthetic upper and lightweight cushioning. The grippy, high-traction outsole provides a secure base for tackling tough trails."
"484","Men's adidas Running Cosmic 2 Shoes","B44880","These men's running shoes provide a cloudlike landing every time your foot hits the ground. A seamless stretch mesh upper provides lightweight support, and a performance sockliner keeps your feet ventilated. The cloudfoam midsole provides responsive cushioning for superior comfort."
"485","Men's adidas Running Cosmic 2 Shoes","F34876","These men's running shoes provide a cloudlike landing every time your foot hits the ground. A seamless stretch mesh upper provides lightweight support, and a performance sockliner keeps your feet ventilated. The cloudfoam midsole provides responsive cushioning for superior comfort."
"486","Women's adidas Originals Stan Smith Shoes","EE8836","The chic minimalism of the Stan Smith invites creative touches. These shoes show off a metallic heel tab to add some glam to the classic look. The smooth leather upper, perforated 3-Stripes and Stan Smith's portrait on the tongue label add Stan Smith signature style."
"487","Men's adidas Sport Inspired Archivo Shoes","EF0523","Modern comfort and authentic adidas heritage mix it up. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays and subtle 3-Stripes for sporty style."
"488","Women's Sport Inspired Retrorun Shoes","EH1858","Renew a retro adidas look with a fresh edge. These running-inspired shoes feature extra cushioning and grip as you go about your day without distraction. Contrast 3-Stripes on the sides let you celebrate the classics in your own way."
"489","Women's Sport Inspired Cloudfoam Pure Shoes","EG3821","Explore your surroundings. These adidas running-inspired shoes feature a foot-hugging knit upper and a female-friendly fit. Soft midsole cushioning adds comfort as you head out for coffee or discover a busy side street."
"490","Women's adidas Originals Haiwee Shoes","EF4458","Stand out. These shoes take inspiration from adidas' archive of retro runners to create fresh style. The mesh and synthetic suede upper shows off wave-shaped stitching on the side. A rippled EVA midsole feels light and comfortable."
"491","Women's Sport Inspired Lite Racer 2.0 Shoes","EG3291","Why slow down? These go-everywhere shoes have a sporty feel and a streamlined silhouette to keep up with your nonstop life. Your feet will be treated to soft comfort while your look is elevated with iconic 3-Stripes style."
"492","Women's adidias Originals Supercourt Shoes","EF5928","There's beauty in simple things. The soft feel of leather. Clean details. These adidas shoes condense 40 years of archival court style into a timeless design. The premium leather upper is accented with perforated 3-Stripes and a metallic tongue label for understated elegance."
"493","Women's Sport Inspired Retrorun Shoes","EH1859","Renew a retro adidas look with a fresh edge. These running-inspired shoes feature extra cushioning and grip as you go about your day without distraction. Contrast 3-Stripes on the sides let you celebrate the classics in your own way."
"494","Women's adidas Sport Inspired Hyperon 1.0 Shoes","CM4828","The adidas Hyperon Running-inspired shoes for women with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet. Durable, non slippery, blown out one piece super grip EVA midsole and outsole ensures maximum stability and grip on the ground."
"495","Women's Sport Inspired Lite Racer 2.0 Shoes","EG3295","Why slow down? These go-everywhere shoes have a sporty feel and a streamlined silhouette to keep up with your nonstop life. Your feet will be treated to soft comfort while your look is elevated with iconic 3-Stripes style."
"496","Women's adidas Sport Inspired Glarus Shoes","CM4985","The adidas Glarus Running-inspired shoes for women with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet. Durable, non slippery, blown out one piece super grip EVA midsole and outsole ensures maximum stability and grip on the ground."
"497","Women's Running Yking 2.0 Shoes","CM4964","These lightweight running shoes for women give all round comfort, cushioning, durability & support in a simplistic design. The mesh upper ensure breathability and durability. Lightstrike EVA midsole gives you cushioning you need everyday and Rubber outsole provides durability."
"498","Women's adidas Running Cyberg 1.0 Shoes","CM4690","Less really is more in these sleek running shoes offering maximum breathability. They come with mesh upper for optimal ventilation. The IMEVA midsole and full rubber outsole provide comfort and durability."
"499","Women's adidas Originals Sambarose Shoes","EF4970","Go ahead. Send yourself some flowers. Buy yourself that fancy vegan cheesecake. Self-love is where it's at, so lace up these shoes and elevate it. Based on the now iconic adidas Samba, these SAMBAROSE shoes lift you up with an on-trend platform sole. Luxe leather keeps your look sleek and smooth. Printed hearts peak through the translucent sole and send love energy out into the world with every step you take."
"500","Men's adidas Outdoor Naha Shoes","CM0010","Get maximum support, comfort and a refreshed look with these adidas Naha shoes for men comes wit a classic style. Mesh and synthetic upper with EVA midsole for maximum impact cushioning. It's Super High Traction Rubber for optimal grip in wet conditions."
"501","Women's adidas Originals Stan Smith Shoes","EF6877","So fresh, so clean. It's what the Stan Smith doesn't have that makes it so legendary: no bells, no whistles, nothing but crisp tennis style. These adidas Stan Smith Shoes give the iconic look the tiniest twist with a super-subtle snakeskin-textured heel patch."
"502","Women's adidas Originals Superstar Shoes","FW6635","The future is female. Designers Ji Won Choi and Olivia LeBlanc teamed up with adidas to create an unexpected take on a classic trainer for Women's History Month. Always uncompromising, the adidas Superstar shoes were born to challenge the status quo. This version of the famous shell toe has a faux leather upper topped with sheer overlays. Swap out the laces to mix up your look."
"503","Women's adidas Running Sponso Shoes","CM4760","Energize your run while staying comfortable with this new design, your ride will be smooth and effortless. Breathable textile upper for maximum ventilation and a cushioned IMEVA midsole provides all-day comfort with rubber outsole for best durability in high wear areas."
"504","Women's adidas Originals Sleek Shoes","DB3258","A modern take on adidas sport heritage, tailored just for women. Perforated 3-Stripes on the leather upper of these shoes offer a sleek look that mirrors iconic tennis styles."
"505","Women's adidas Originals ZX Torsion Shoes","EF4375","Refuse to blend in. The '80s style of ZX collides with the '90s vibes of Torsion X, and the result is these clashing-not-matching shoes. They build on adidas' running heritage with energy-returning cushioning and an X-shaped stability bar. A key ring of extra lace jewels lets you create your own look."
"506","Women's Originals U_Path X Shoes","EE7159","With a sleek feel and futuristic look, the U_Path runner represents the next generation of track-inspired streetwear. These shoes come with a lightweight mesh upper. A leather heel cap adds luxe texture."
"507","Women's adidas Sport Inspired Glarus Shoes","CM4983","The adidas Glarus Running-inspired shoes for women with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet. Durable, non slippery, blown out one piece super grip EVA midsole and outsole ensures maximum stability and grip on the ground."
